exam_center,CODE,SUBJECT NAME,REG,SAT,NO-CA,W/HD,CLEAN,PASS,GPA,REG/RANK,NAT/RANK
S2593 MAWEMATATU,24,LITERATURE IN ENGLISH,28,28,0,0,28,18,4.1071,55/98,813/1533
S2593 MAWEMATATU,31,PHYSICS,34,34,0,0,34,12,4.5882,193/263,2541/4680
S2593 MAWEMATATU,32,CHEMISTRY,34,34,0,0,34,26,4.0,195/264,2829/4883
S2593 MAWEMATATU,33,BIOLOGY,85,84,0,0,84,36,4.4167,207/265,3396/4916
S2593 MAWEMATATU,41,BASIC MATHEMATICS,85,84,0,0,84,12,4.7976,171/265,2235/4919
S2593 MAWEMATATU,61,COMMERCE,24,24,0,0,24,4,4.8333,52/59,716/853
S2593 MAWEMATATU,62,BOOK-KEEPING,24,24,0,0,24,7,4.7083,52/59,657/843
S2592 KANYELELE,11,CIVICS,85,84,0,0,84,57,4.0714,169/265,2567/4919
S2592 KANYELELE,12,HISTORY,85,84,0,0,84,32,4.5476,216/264,3573/4896
S2592 KANYELELE,13,GEOGRAPHY,85,84,0,0,84,44,4.3214,178/265,2728/4916
S2592 KANYELELE,21,KISWAHILI,85,84,0,0,84,78,3.4405,163/265,3489/4919
S2592 KANYELELE,22,ENGLISH LANGUAGE,85,84,0,0,84,41,4.3214,221/265,3755/4919
S2592 KANYELELE,24,LITERATURE IN ENGLISH,21,21,0,0,21,13,4.0,48/98,691/1533
S2592 KANYELELE,31,PHYSICS,28,28,0,0,28,6,4.7143,222/263,3091/4680
S2592 KANYELELE,32,CHEMISTRY,28,28,0,0,28,22,3.75,141/264,2003/4883
S2592 KANYELELE,33,BIOLOGY,85,84,0,0,84,42,4.2619,168/265,2664/4916
S2592 KANYELELE,41,BASIC MATHEMATICS,85,84,0,0,84,12,4.7619,146/265,1945/4919
S2591 ILUJAMATE,11,CIVICS,65,64,0,0,64,32,4.3594,255/265,3881/4919
S2591 ILUJAMATE,12,HISTORY,65,64,0,0,64,17,4.6563,242/264,4158/4896
S2591 ILUJAMATE,13,GEOGRAPHY,65,64,0,0,64,30,4.3125,176/265,2685/4916
S2591 ILUJAMATE,21,KISWAHILI,65,64,0,0,64,61,3.125,83/265,1985/4919
S2591 ILUJAMATE,22,ENGLISH LANGUAGE,65,64,0,0,64,34,4.3125,219/265,3716/4919
S2591 ILUJAMATE,24,LITERATURE IN ENGLISH,26,25,0,0,25,17,4.24,68/98,964/1533
S2591 ILUJAMATE,31,PHYSICS,18,16,0,0,16,6,4.625,202/263,2705/4680
S2591 ILUJAMATE,32,CHEMISTRY,18,16,0,0,16,13,3.75,142/264,2016/4883
S2591 ILUJAMATE,33,BIOLOGY,65,64,0,0,64,21,4.5938,254/265,4201/4916
S2591 ILUJAMATE,41,BASIC MATHEMATICS,65,64,0,0,64,6,4.875,227/265,3119/4919
S2590 KASOLOLO,11,CIVICS,61,61,0,0,61,39,4.1148,183/265,2781/4919
S2590 KASOLOLO,12,HISTORY,61,61,0,0,61,26,4.4754,196/264,3187/4896
S2590 KASOLOLO,13,GEOGRAPHY,61,61,0,0,61,33,4.2295,143/265,2247/4916
S2590 KASOLOLO,21,KISWAHILI,61,61,0,0,61,53,3.5738,198/265,4036/4919
S2590 KASOLOLO,22,ENGLISH LANGUAGE,61,61,0,0,61,31,4.2459,205/265,3405/4919
S2590 KASOLOLO,24,LITERATURE IN ENGLISH,61,61,0,0,61,27,4.3934,78/98,1127/1533
S2590 KASOLOLO,31,PHYSICS,12,12,0,0,12,3,4.75,231/263,3289/4680
S2590 KASOLOLO,32,CHEMISTRY,17,17,0,0,17,16,3.6471,119/264,1666/4883
S2590 KASOLOLO,33,BIOLOGY,61,61,0,0,61,20,4.5574,246/265,4046/4916
S2590 KASOLOLO,41,BASIC MATHEMATICS,61,61,0,0,61,4,4.8852,232/265,3252/4919
S2589 IDETEMYA,11,CIVICS,118,114,0,0,114,75,4.2105,217/265,3228/4919
S2589 IDETEMYA,12,HISTORY,118,114,0,0,114,51,4.4561,188/264,3085/4896
S2589 IDETEMYA,13,GEOGRAPHY,118,114,0,0,114,76,4.1228,104/265,1750/4916
S2589 IDETEMYA,21,KISWAHILI,118,114,0,0,114,107,3.5175,185/265,3842/4919
S2589 IDETEMYA,22,ENGLISH LANGUAGE,118,114,0,0,114,55,4.4211,246/265,4151/4919
S2589 IDETEMYA,24,LITERATURE IN ENGLISH,118,114,0,0,114,33,4.6842,95/98,1413/1533
S2589 IDETEMYA,31,PHYSICS,34,34,0,0,34,19,4.3824,144/263,1715/4680
S2589 IDETEMYA,32,CHEMISTRY,60,60,0,0,60,38,4.1167,219/264,3315/4883
S2589 IDETEMYA,33,BIOLOGY,118,114,0,0,114,77,4.1579,139/265,2193/4916
S2589 IDETEMYA,41,BASIC MATHEMATICS,118,114,0,0,114,7,4.9386,255/265,3988/4919
S2588 BULEMEJI,11,CIVICS,83,79,0,0,79,57,3.9747,141/265,2155/4919
S2588 BULEMEJI,12,HISTORY,83,79,0,0,79,38,4.3924,163/264,2758/4896
S2588 BULEMEJI,13,GEOGRAPHY,83,79,0,0,79,46,4.1519,112/265,1867/4916
S2588 BULEMEJI,21,KISWAHILI,83,79,0,0,79,74,3.3165,130/265,2940/4919
S2588 BULEMEJI,22,ENGLISH LANGUAGE,83,79,0,0,79,56,4.0,146/265,2284/4919
S2588 BULEMEJI,24,LITERATURE IN ENGLISH,56,54,0,0,54,39,4.1296,57/98,829/1533
S2588 BULEMEJI,31,PHYSICS,27,27,0,0,27,9,4.5926,196/263,2566/4680
S2588 BULEMEJI,32,CHEMISTRY,31,30,0,0,30,29,3.5333,93/264,1308/4883
S2588 BULEMEJI,33,BIOLOGY,83,79,0,0,79,52,4.0759,123/265,1906/4916
S2588 BULEMEJI,41,BASIC MATHEMATICS,83,79,0,0,79,12,4.7848,161/265,2120/4919
S2587 BUHINGO,11,CIVICS,96,93,0,0,93,69,3.957,136/265,2068/4919
S2587 BUHINGO,12,HISTORY,96,93,0,0,93,50,4.3011,138/264,2299/4896
S2587 BUHINGO,13,GEOGRAPHY,96,93,0,0,93,48,4.2903,168/265,2566/4916
S2587 BUHINGO,21,KISWAHILI,96,93,0,0,93,67,3.8065,245/265,4593/4919
S2587 BUHINGO,22,ENGLISH LANGUAGE,96,93,0,0,93,39,4.4194,245/265,4141/4919
S2587 BUHINGO,24,LITERATURE IN ENGLISH,96,93,0,0,93,22,4.6774,94/98,1408/1533
S2587 BUHINGO,31,PHYSICS,28,19,0,0,19,2,4.8421,246/263,3765/4680
S2587 BUHINGO,32,CHEMISTRY,32,23,0,0,23,22,3.6522,120/264,1679/4883
S2587 BUHINGO,33,BIOLOGY,96,93,0,0,93,36,4.4731,228/265,3660/4916
S2587 BUHINGO,41,BASIC MATHEMATICS,96,93,0,0,93,4,4.9462,258/265,4100/4919
S2585 NAKIU,11,CIVICS,35,35,0,0,35,19,4.2857,70/122,3590/4919
S2585 NAKIU,12,HISTORY,35,35,0,0,35,13,4.5143,80/122,3411/4896
S2585 NAKIU,13,GEOGRAPHY,35,35,0,0,35,15,4.4286,64/122,3340/4916
S2585 NAKIU,21,KISWAHILI,35,35,0,0,35,33,3.4,100/122,3315/4919
S2585 NAKIU,22,ENGLISH LANGUAGE,35,35,0,0,35,21,4.1143,43/122,2768/4919
S2585 NAKIU,32,CHEMISTRY,9,9,0,0,9,6,4.1111,70/119,3296/4883
S2585 NAKIU,33,BIOLOGY,35,35,0,0,35,14,4.4571,65/122,3583/4916
S2585 NAKIU,41,BASIC MATHEMATICS,35,35,0,0,35,4,4.8286,24/122,2534/4919
S2584 NJINJO,11,CIVICS,42,40,0,0,40,21,4.25,63/122,3419/4919
S2584 NJINJO,12,HISTORY,42,40,0,0,40,11,4.65,100/122,4123/4896
S2584 NJINJO,13,GEOGRAPHY,42,40,0,0,40,15,4.425,62/122,3304/4916
S2584 NJINJO,21,KISWAHILI,42,40,0,0,40,39,3.175,62/122,2231/4919
S2584 NJINJO,22,ENGLISH LANGUAGE,42,40,0,0,40,25,4.175,51/122,3046/4919
S2584 NJINJO,31,PHYSICS,7,7,0,0,7,4,4.2857,16/78,1423/4680
S2584 NJINJO,32,CHEMISTRY,7,7,0,0,7,6,3.7143,34/119,1900/4883
S2584 NJINJO,33,BIOLOGY,42,40,0,0,40,6,4.825,119/122,4812/4916
S2584 NJINJO,41,BASIC MATHEMATICS,42,40,0,0,40,8,4.625,7/122,1193/4919
S2584 NJINJO,61,COMMERCE,5,5,0,0,5,1,4.4,4/7,464/853
S2584 NJINJO,62,BOOK-KEEPING,5,5,0,0,5,3,4.2,3/7,372/843
S2583 PANDE,11,CIVICS,29,29,0,0,29,6,4.7586,121/122,4808/4919
S2583 PANDE,12,HISTORY,29,29,0,0,29,6,4.7931,118/122,4623/4896
S2583 PANDE,13,GEOGRAPHY,29,29,0,0,29,7,4.6897,109/122,4497/4916
S2583 PANDE,21,KISWAHILI,29,29,0,0,29,28,3.4828,109/122,3667/4919
S2583 PANDE,22,ENGLISH LANGUAGE,29,29,0,0,29,8,4.7241,119/122,4811/4919
S2583 PANDE,32,CHEMISTRY,5,5,0,0,5,0,5.0,114/119,4871/4883
S2583 PANDE,33,BIOLOGY,29,29,0,0,29,9,4.5862,87/122,4171/4916
S2583 PANDE,41,BASIC MATHEMATICS,29,29,0,0,29,1,4.931,55/122,3893/4919
S2582 KIKANDA,11,CIVICS,44,44,0,0,44,20,4.4318,96/122,4170/4919
S2582 KIKANDA,12,HISTORY,44,44,0,0,44,29,3.9545,21/122,1136/4896
S2582 KIKANDA,13,GEOGRAPHY,44,44,0,0,44,18,4.4318,66/122,3362/4916
S2582 KIKANDA,21,KISWAHILI,44,44,0,0,44,41,3.1364,56/122,2041/4919
S2582 KIKANDA,22,ENGLISH LANGUAGE,44,44,0,0,44,24,4.3182,76/122,3745/4919
S2582 KIKANDA,31,PHYSICS,2,2,0,0,2,1,4.5,36/78,2261/4680
S2582 KIKANDA,32,CHEMISTRY,7,7,0,0,7,7,3.7143,34/119,1900/4883
S2582 KIKANDA,33,BIOLOGY,44,44,0,0,44,17,4.4318,59/122,3465/4916
S2582 KIKANDA,41,BASIC MATHEMATICS,44,44,0,0,44,4,4.8864,38/122,3261/4919
S2581 KANDAWALE,11,CIVICS,23,23,0,0,23,5,4.7391,119/122,4782/4919
S2581 KANDAWALE,12,HISTORY,23,23,0,0,23,7,4.6522,101/122,4139/4896
S2581 KANDAWALE,13,GEOGRAPHY,23,23,0,0,23,6,4.6957,111/122,4514/4916
S2581 KANDAWALE,15,ELIMU YA DINI YA KIISLAMU,22,22,0,0,22,9,4.5909,44/48,883/1135
S2581 KANDAWALE,21,KISWAHILI,23,23,0,0,23,23,3.3478,90/122,3069/4919
S2581 KANDAWALE,22,ENGLISH LANGUAGE,23,23,0,0,23,13,4.3913,86/122,4026/4919
S2581 KANDAWALE,32,CHEMISTRY,5,5,0,0,5,0,5.0,114/119,4871/4883
S2581 KANDAWALE,33,BIOLOGY,23,23,0,0,23,12,4.3478,45/122,3063/4916
S2581 KANDAWALE,41,BASIC MATHEMATICS,23,23,0,0,23,0,5.0,107/122,4854/4919
S2580 MTANGA,11,CIVICS,78,77,0,0,77,28,4.4805,101/122,4311/4919
S2580 MTANGA,12,HISTORY,78,77,0,0,77,18,4.6753,106/122,4239/4896
S2580 MTANGA,13,GEOGRAPHY,78,77,0,0,77,16,4.6623,105/122,4421/4916
S2580 MTANGA,21,KISWAHILI,78,77,0,0,77,68,3.4935,110/122,3711/4919
S2580 MTANGA,22,ENGLISH LANGUAGE,78,77,0,0,77,28,4.5065,104/122,4422/4919
S2580 MTANGA,32,CHEMISTRY,10,10,0,0,10,7,4.0,54/119,2923/4883
S2580 MTANGA,33,BIOLOGY,78,77,0,0,77,23,4.4286,57/122,3445/4916
S2580 MTANGA,41,BASIC MATHEMATICS,78,77,0,0,77,2,4.974,82/122,4456/4919
S2579 KIVINJE,11,CIVICS,118,117,0,0,117,47,4.5128,106/122,4414/4919
S2579 KIVINJE,12,HISTORY,118,117,0,0,117,56,4.3761,60/122,2667/4896
S2579 KIVINJE,13,GEOGRAPHY,118,117,0,0,117,71,4.188,30/122,2054/4916
S2579 KIVINJE,15,ELIMU YA DINI YA KIISLAMU,98,97,0,0,97,41,4.5258,40/48,811/1135
S2579 KIVINJE,21,KISWAHILI,118,117,0,0,117,111,3.0769,42/122,1782/4919
S2579 KIVINJE,22,ENGLISH LANGUAGE,118,117,0,0,117,65,4.2906,72/122,3611/4919
S2579 KIVINJE,31,PHYSICS,9,9,0,0,9,4,4.4444,29/78,1971/4680
S2579 KIVINJE,32,CHEMISTRY,21,21,0,0,21,14,4.0952,69/119,3242/4883
S2579 KIVINJE,33,BIOLOGY,118,117,0,0,117,39,4.5299,75/122,3933/4916
S2579 KIVINJE,41,BASIC MATHEMATICS,118,117,0,0,117,5,4.9231,50/122,3782/4919
S2578 DODOMEZI,11,CIVICS,27,27,0,0,27,14,4.2593,66/122,3457/4919
S2578 DODOMEZI,12,HISTORY,27,27,0,0,27,10,4.4815,76/122,3229/4896
S2578 DODOMEZI,13,GEOGRAPHY,27,27,0,0,27,12,4.3333,50/122,2800/4916
S2578 DODOMEZI,15,ELIMU YA DINI YA KIISLAMU,24,24,0,0,24,17,4.125,22/48,356/1135
S2578 DODOMEZI,21,KISWAHILI,27,27,0,0,27,26,3.1852,67/122,2292/4919
S2578 DODOMEZI,22,ENGLISH LANGUAGE,27,27,0,0,27,13,4.3333,77/122,3811/4919
S2578 DODOMEZI,31,PHYSICS,4,4,0,0,4,0,5.0,72/78,4606/4680
S2578 DODOMEZI,32,CHEMISTRY,7,7,0,0,7,4,4.4286,86/119,4215/4883
S2578 DODOMEZI,33,BIOLOGY,27,27,0,0,27,11,4.4074,55/122,3333/4916
S2578 DODOMEZI,41,BASIC MATHEMATICS,27,27,0,0,27,1,4.963,74/122,4333/4919
S2577 MIGURUWE,11,CIVICS,18,18,0,0,18,15,3.7778,16/122,1468/4919
S2577 MIGURUWE,12,HISTORY,18,18,0,0,18,9,4.3333,54/122,2463/4896
S2577 MIGURUWE,13,GEOGRAPHY,18,18,0,0,18,14,4.0556,18/122,1517/4916
S2577 MIGURUWE,21,KISWAHILI,18,18,0,0,18,18,2.7222,12/122,735/4919
S2577 MIGURUWE,22,ENGLISH LANGUAGE,18,18,0,0,18,14,3.9444,27/122,2082/4919
S2577 MIGURUWE,31,PHYSICS,5,2,0,0,2,0,5.0,67/78,4570/4680
S2577 MIGURUWE,32,CHEMISTRY,11,9,0,0,9,2,4.6667,101/119,4626/4883
S2577 MIGURUWE,33,BIOLOGY,18,18,0,0,18,13,3.8889,11/122,1367/4916
S2577 MIGURUWE,41,BASIC MATHEMATICS,18,18,0,0,18,0,5.0,114/122,4876/4919
S2576 KIBATA,11,CIVICS,25,25,0,0,25,17,4.04,33/122,2416/4919
S2576 KIBATA,12,HISTORY,25,25,0,0,25,14,4.12,30/122,1595/4896
S2576 KIBATA,13,GEOGRAPHY,25,25,0,0,25,21,3.6,7/122,678/4916
S2576 KIBATA,21,KISWAHILI,25,25,0,0,25,25,3.12,50/122,1964/4919
S2576 KIBATA,22,ENGLISH LANGUAGE,25,25,0,0,25,16,4.16,49/122,2970/4919
S2576 KIBATA,31,PHYSICS,10,10,0,0,10,1,4.9,60/78,4057/4680
S2576 KIBATA,32,CHEMISTRY,25,25,0,0,25,13,4.36,82/119,4036/4883
S2576 KIBATA,33,BIOLOGY,25,25,0,0,25,21,3.76,9/122,1141/4916
S2576 KIBATA,41,BASIC MATHEMATICS,25,25,0,0,25,3,4.88,36/122,3188/4919
S2575 LIKAWAGE,11,CIVICS,15,14,0,0,14,9,4.2857,73/122,3597/4919
S2575 LIKAWAGE,12,HISTORY,15,14,0,0,14,7,4.4286,68/122,2946/4896
S2575 LIKAWAGE,13,GEOGRAPHY,15,14,0,0,14,8,4.2857,41/122,2545/4916
S2575 LIKAWAGE,21,KISWAHILI,15,14,0,0,14,14,2.7857,18/122,877/4919
S2575 LIKAWAGE,22,ENGLISH LANGUAGE,15,14,0,0,14,10,4.0714,40/122,2591/4919
S2575 LIKAWAGE,33,BIOLOGY,15,14,0,0,14,8,4.2857,35/122,2783/4916
S2575 LIKAWAGE,41,BASIC MATHEMATICS,15,14,0,0,14,0,5.0,117/122,4887/4919
S2574 MIBUYUNI,11,CIVICS,27,26,0,0,26,14,4.1923,52/122,3140/4919
S2574 MIBUYUNI,12,HISTORY,27,26,0,0,26,15,4.3077,50/122,2323/4896
S2574 MIBUYUNI,13,GEOGRAPHY,27,26,0,0,26,15,3.9615,13/122,1243/4916
S2574 MIBUYUNI,21,KISWAHILI,27,26,0,0,26,26,2.7308,13/122,749/4919
S2574 MIBUYUNI,22,ENGLISH LANGUAGE,27,26,0,0,26,19,3.8846,23/122,1866/4919
S2574 MIBUYUNI,32,CHEMISTRY,4,3,0,0,3,2,3.6667,30/119,1749/4883
S2574 MIBUYUNI,33,BIOLOGY,27,26,0,0,26,13,4.2692,31/122,2699/4916
S2574 MIBUYUNI,41,BASIC MATHEMATICS,27,26,0,0,26,3,4.8462,28/122,2738/4919
S2573 KIRANJERANJE,11,CIVICS,40,39,0,0,39,15,4.5641,113/122,4542/4919
S2573 KIRANJERANJE,12,HISTORY,40,39,0,0,39,11,4.5641,90/122,3680/4896
S2573 KIRANJERANJE,13,GEOGRAPHY,40,39,0,0,39,15,4.5128,80/122,3794/4916
S2573 KIRANJERANJE,21,KISWAHILI,40,39,0,0,39,37,3.4615,107/122,3592/4919
S2573 KIRANJERANJE,22,ENGLISH LANGUAGE,40,39,0,0,39,13,4.4872,101/122,4371/4919
S2573 KIRANJERANJE,31,PHYSICS,4,4,0,0,4,2,4.5,34/78,2244/4680
S2573 KIRANJERANJE,32,CHEMISTRY,7,7,0,0,7,3,4.4286,86/119,4215/4883
S2573 KIRANJERANJE,33,BIOLOGY,40,39,0,0,39,13,4.5897,88/122,4182/4916
S2573 KIRANJERANJE,41,BASIC MATHEMATICS,40,39,0,0,39,2,4.9231,51/122,3792/4919
S2572 KIKOLE,11,CIVICS,11,10,0,0,10,3,4.6,116/122,4610/4919
S2572 KIKOLE,12,HISTORY,11,10,0,0,10,2,4.7,109/122,4336/4896
S2572 KIKOLE,13,GEOGRAPHY,11,10,0,0,10,2,4.7,112/122,4527/4916
S2572 KIKOLE,21,KISWAHILI,11,10,0,0,10,10,3.5,113/122,3771/4919
S2572 KIKOLE,22,ENGLISH LANGUAGE,11,10,0,0,10,2,4.8,120/122,4874/4919
S2572 KIKOLE,32,CHEMISTRY,2,2,0,0,2,0,5.0,117/119,4878/4883
S2572 KIKOLE,33,BIOLOGY,11,10,0,0,10,2,4.8,118/122,4769/4916
S2572 KIKOLE,41,BASIC MATHEMATICS,11,10,0,0,10,0,5.0,121/122,4899/4919
S2571 NG'WIGWA,11,CIVICS,56,55,0,0,55,47,3.6182,50/150,1104/4919
S2571 NG'WIGWA,12,HISTORY,56,55,0,0,55,49,3.6545,19/150,674/4896
S2571 NG'WIGWA,13,GEOGRAPHY,56,55,0,0,55,41,3.7636,32/150,897/4916
S2571 NG'WIGWA,21,KISWAHILI,56,55,0,0,55,54,3.0909,55/150,1841/4919
S2571 NG'WIGWA,22,ENGLISH LANGUAGE,56,55,0,0,55,48,3.4,17/150,918/4919
S2571 NG'WIGWA,24,LITERATURE IN ENGLISH,56,55,0,0,55,46,3.8182,10/28,508/1533
S2571 NG'WIGWA,31,PHYSICS,18,18,0,0,18,18,3.3333,4/150,130/4680
S2571 NG'WIGWA,32,CHEMISTRY,19,19,0,0,19,19,2.7895,4/150,157/4883
S2571 NG'WIGWA,33,BIOLOGY,56,55,0,0,55,53,3.3091,20/150,649/4916
S2571 NG'WIGWA,41,BASIC MATHEMATICS,56,55,0,0,55,18,4.3636,21/150,679/4919
S2570 SANGAMWALUGESHA,11,CIVICS,28,28,0,0,28,24,3.8214,74/150,1591/4919
S2570 SANGAMWALUGESHA,12,HISTORY,28,28,0,0,28,18,4.1071,66/150,1561/4896
S2570 SANGAMWALUGESHA,13,GEOGRAPHY,28,28,0,0,28,20,4.0714,77/150,1572/4916
S2570 SANGAMWALUGESHA,21,KISWAHILI,28,28,0,0,28,24,3.7143,141/150,4420/4919
S2570 SANGAMWALUGESHA,22,ENGLISH LANGUAGE,28,28,0,0,28,15,4.1429,102/150,2896/4919
S2570 SANGAMWALUGESHA,31,PHYSICS,12,12,0,0,12,5,4.5,104/150,2181/4680
S2570 SANGAMWALUGESHA,32,CHEMISTRY,21,21,0,0,21,15,3.9048,111/150,2565/4883
S2570 SANGAMWALUGESHA,33,BIOLOGY,28,28,0,0,28,22,3.7857,58/150,1179/4916
S2570 SANGAMWALUGESHA,41,BASIC MATHEMATICS,28,28,0,0,28,6,4.6071,55/150,1123/4919
S2569 MWABAYANDA,11,CIVICS,24,22,0,0,22,18,3.9545,105/150,2061/4919
S2569 MWABAYANDA,12,HISTORY,24,22,0,0,22,15,4.0455,61/150,1372/4896
S2569 MWABAYANDA,13,GEOGRAPHY,24,22,0,0,22,20,3.8182,40/150,975/4916
S2569 MWABAYANDA,21,KISWAHILI,24,22,0,0,22,22,3.2273,79/150,2496/4919
S2569 MWABAYANDA,22,ENGLISH LANGUAGE,24,22,0,0,22,17,4.0,75/150,2327/4919
S2569 MWABAYANDA,31,PHYSICS,4,4,0,0,4,4,3.75,16/150,389/4680
S2569 MWABAYANDA,32,CHEMISTRY,8,8,0,0,8,6,3.75,90/150,2034/4883
S2569 MWABAYANDA,33,BIOLOGY,24,22,0,0,22,18,3.9545,85/150,1515/4916
S2569 MWABAYANDA,41,BASIC MATHEMATICS,24,22,0,0,22,2,4.9091,141/150,3593/4919
S2568 BUSHASHI,11,CIVICS,33,31,0,0,31,22,4.0323,122/150,2385/4919
S2568 BUSHASHI,12,HISTORY,33,31,0,0,31,21,4.1613,72/150,1727/4896
S2568 BUSHASHI,13,GEOGRAPHY,33,31,0,0,31,21,4.0968,81/150,1662/4916
S2568 BUSHASHI,21,KISWAHILI,33,31,0,0,31,31,2.8065,22/150,934/4919
S2568 BUSHASHI,22,ENGLISH LANGUAGE,33,31,0,0,31,23,3.9355,57/150,2049/4919
S2568 BUSHASHI,31,PHYSICS,33,31,0,0,31,10,4.6452,121/150,2791/4680
S2568 BUSHASHI,32,CHEMISTRY,33,31,0,0,31,18,4.0645,124/150,3124/4883
S2568 BUSHASHI,33,BIOLOGY,33,31,0,0,31,29,3.7742,56/150,1163/4916
S2568 BUSHASHI,41,BASIC MATHEMATICS,33,31,0,0,31,12,4.3226,19/150,636/4919
S2567 MWAKALEKA,11,CIVICS,50,50,0,0,50,29,4.3,143/150,3644/4919
S2567 MWAKALEKA,12,HISTORY,50,50,0,0,50,24,4.36,106/150,2585/4896
S2567 MWAKALEKA,13,GEOGRAPHY,50,50,0,0,50,25,4.3,125/150,2618/4916
S2567 MWAKALEKA,21,KISWAHILI,50,50,0,0,50,46,3.2,70/150,2357/4919
S2567 MWAKALEKA,22,ENGLISH LANGUAGE,50,50,0,0,50,37,4.08,85/150,2626/4919
S2567 MWAKALEKA,31,PHYSICS,11,11,0,0,11,9,4.0909,48/150,913/4680
S2567 MWAKALEKA,32,CHEMISTRY,12,12,0,0,12,11,3.5,54/150,1214/4883
S2567 MWAKALEKA,33,BIOLOGY,50,50,0,0,50,36,4.04,103/150,1791/4916
S2567 MWAKALEKA,41,BASIC MATHEMATICS,50,50,0,0,50,8,4.8,121/150,2261/4919
S2566 NG'HUMBU,11,CIVICS,45,45,0,0,45,38,4.0,115/150,2264/4919
S2566 NG'HUMBU,12,HISTORY,45,45,0,0,45,21,4.4,114/150,2802/4896
S2566 NG'HUMBU,13,GEOGRAPHY,45,45,0,0,45,25,4.3333,132/150,2792/4916
S2566 NG'HUMBU,21,KISWAHILI,45,45,0,0,45,45,3.2222,75/150,2474/4919
S2566 NG'HUMBU,22,ENGLISH LANGUAGE,45,45,0,0,45,38,4.0889,86/150,2663/4919
S2566 NG'HUMBU,31,PHYSICS,23,23,0,0,23,3,4.8261,143/150,3681/4680
S2566 NG'HUMBU,32,CHEMISTRY,14,14,0,0,14,12,3.7857,97/150,2173/4883
S2566 NG'HUMBU,33,BIOLOGY,45,45,0,0,45,35,4.0,94/150,1632/4916
S2566 NG'HUMBU,41,BASIC MATHEMATICS,45,45,0,0,45,12,4.6667,70/150,1374/4919
S2565 MATABA,11,CIVICS,51,49,0,0,49,32,4.1224,131/150,2822/4919
S2565 MATABA,12,HISTORY,51,49,0,0,49,33,4.0204,56/150,1312/4896
S2565 MATABA,13,GEOGRAPHY,51,49,0,0,49,23,4.2449,107/150,2327/4916
S2565 MATABA,21,KISWAHILI,51,49,0,0,49,44,3.4694,121/150,3621/4919
S2565 MATABA,22,ENGLISH LANGUAGE,51,49,0,0,49,21,4.3673,132/150,3943/4919
S2565 MATABA,24,LITERATURE IN ENGLISH,34,33,0,0,33,13,4.4242,24/28,1162/1533
S2565 MATABA,31,PHYSICS,16,15,0,0,15,13,3.9333,28/150,594/4680
S2565 MATABA,32,CHEMISTRY,25,24,0,0,24,12,4.25,140/150,3733/4883
S2565 MATABA,33,BIOLOGY,51,49,0,0,49,31,4.0816,108/150,1921/4916
S2565 MATABA,41,BASIC MATHEMATICS,51,49,0,0,49,8,4.7551,100/150,1898/4919
S2565 MATABA,51,FOOD & NUTRITION,29,29,0,0,29,27,3.7586,1/1,73/73
S2564 MWATAGA,11,CIVICS,58,57,0,0,57,37,4.0702,65/140,2563/4919
S2564 MWATAGA,12,HISTORY,58,57,0,0,57,36,3.9825,29/140,1205/4896
S2564 MWATAGA,13,GEOGRAPHY,58,57,0,0,57,34,4.0175,37/140,1396/4916
S2564 MWATAGA,21,KISWAHILI,58,57,0,0,57,50,3.2982,66/140,2844/4919
S2564 MWATAGA,22,ENGLISH LANGUAGE,58,57,0,0,57,41,4.0175,81/140,2379/4919
S2564 MWATAGA,31,PHYSICS,58,57,0,0,57,12,4.7368,103/139,3210/4680
S2564 MWATAGA,32,CHEMISTRY,58,57,0,0,57,22,4.4912,122/140,4319/4883
S2564 MWATAGA,33,BIOLOGY,58,57,0,0,57,35,4.0,42/140,1625/4916
S2564 MWATAGA,41,BASIC MATHEMATICS,58,57,0,0,57,16,4.5965,33/140,1089/4919
S2563 BULEKELA,11,CIVICS,66,66,0,0,66,29,4.3788,110/140,3966/4919
S2563 BULEKELA,12,HISTORY,66,66,0,0,66,20,4.5758,122/140,3747/4896
S2563 BULEKELA,13,GEOGRAPHY,66,66,0,0,66,22,4.5455,122/140,3958/4916
S2563 BULEKELA,21,KISWAHILI,66,66,0,0,66,55,3.4697,95/140,3624/4919
S2563 BULEKELA,22,ENGLISH LANGUAGE,66,66,0,0,66,35,4.2121,106/140,3252/4919
S2563 BULEKELA,31,PHYSICS,22,8,0,0,8,2,4.75,108/139,3268/4680
S2563 BULEKELA,32,CHEMISTRY,32,28,0,0,28,16,4.2857,111/140,3837/4883
S2563 BULEKELA,33,BIOLOGY,66,66,0,0,66,22,4.5606,128/140,4066/4916
S2563 BULEKELA,41,BASIC MATHEMATICS,66,66,0,0,66,8,4.8333,104/140,2595/4919
S2562 WISHITELEJA,11,CIVICS,81,79,0,0,79,23,4.6203,136/140,4638/4919
S2562 WISHITELEJA,12,HISTORY,81,79,0,0,79,13,4.7848,139/140,4594/4896
S2562 WISHITELEJA,13,GEOGRAPHY,81,79,0,0,79,30,4.4684,114/140,3570/4916
S2562 WISHITELEJA,21,KISWAHILI,81,79,0,0,79,45,4.1266,138/140,4844/4919
S2562 WISHITELEJA,22,ENGLISH LANGUAGE,81,79,0,0,79,36,4.3165,120/140,3732/4919
