CNO,SEX,GPA,CLASS,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
P0110/0657,M,1.7,CREDIT,X,X,,,X,X,X,X,,X,X,C,,,E,X,D,X,C,X
P0110/0658,M,2.0,CREDIT,X,X,,,X,X,X,X,,X,X,C,,,E,X,C,X,C,X
P0112/0501,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,C,,,F,X,C,,B,X
P0112/0502,F,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0503,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,D,,B,X
P0112/0504,F,2.0,CREDIT,,X,,,X,X,X,,,X,X,C,,,F,X,C,,C,X
P0112/0505,F,-,PASS,,X,,,X,X,X,,,X,X,D,,,E,C,X,,X,X
P0112/0506,F,2.0,CREDIT,,X,,,X,X,X,,,X,X,X,,,E,C,D,,B,X
P0112/0507,F,3.3,MERIT,,X,,,X,X,X,,,X,X,+,,,E,X,B,,B,X
P0112/0508,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0509,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0510,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,D,,B,X
P0112/0511,F,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,F,X,C,,B,X
P0112/0512,F,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0513,F,3.0,MERIT,,X,,,X,X,X,,,X,X,X,,,E,B,B,,B,X
P0112/0514,F,2.0,CREDIT,,X,,,X,X,X,,,X,X,X,,,F,C,C,,C,X
P0112/0515,F,1.0,PASS,,X,,,X,X,X,,,X,X,D,,,F,X,D,,D,X
P0112/0516,F,1.0,PASS,,F,,,X,X,X,,,X,D,X,,,F,C,X,,X,X
P0112/0517,F,1.3,PASS,,X,,,X,X,X,,,X,X,X,,,F,D,D,,C,X
P0112/0518,F,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0519,F,2.0,CREDIT,,X,,,X,X,X,,,X,X,B,,,F,X,D,,C,X
P0112/0520,F,3.0,MERIT,,X,,,X,X,X,,,X,X,A,,,E,X,C,,C,X
P0112/0521,F,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0522,F,1.3,PASS,,X,,,X,X,X,,,X,X,D,,,F,X,D,,C,X
P0112/0523,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,E,X,B,,C,X
P0112/0524,M,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0525,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0526,M,-,PASS,,D,,,X,X,X,,,X,X,X,,,E,X,X,,X,D
P0112/0527,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0528,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0529,M,1.7,CREDIT,,X,,,X,X,X,,,X,X,C,,,F,C,D,,X,X
P0112/0530,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0531,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,F,X,C,,B,X
P0112/0532,M,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0533,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0534,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0535,M,0.0,FAIL,,F,,,X,X,E,,,X,X,X,,,F,X,X,,X,E
P0112/0536,M,-,PASS,,D,,,X,X,X,,,X,X,X,,,X,X,X,,X,D
P0112/0537,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0538,M,3.3,MERIT,,X,,,X,X,X,,,X,X,+,,,D,X,B,,B,X
P0112/0539,M,1.0,PASS,,F,,,X,X,X,,,X,D,X,,,F,C,X,,X,X
P0112/0540,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0541,M,2.0,CREDIT,,X,,,X,X,X,,,X,X,X,,,F,C,C,,C,X
P0112/0542,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0543,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0544,M,1.3,PASS,,X,,,X,X,X,,,X,X,C,,,F,X,D,,D,X
P0112/0545,M,1.3,PASS,,X,,,X,X,X,,,X,X,X,,,F,C,D,,D,X
P0112/0546,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0547,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0548,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0549,M,3.0,MERIT,,X,,,X,X,X,,,X,X,X,,,E,B,B,,B,X
P0112/0550,M,0.3,FAIL,,X,,,X,X,X,,,X,X,E,,,F,X,F,,D,X
P0112/0551,M,-,PASS,,D,,,X,X,X,,,X,X,X,,,F,X,X,,X,D
P0112/0552,M,0.0,FAIL,,F,,,X,X,E,,,X,X,X,,,E,X,X,,X,E
P0112/0553,M,0.0,FAIL,,X,,,X,X,X,,,X,X,X,,,F,E,F,,E,X
P0112/0554,M,0.7,PASS,,X,,,X,X,X,,,X,X,E,,,F,X,D,,D,X
P0112/0555,M,0.7,PASS,,X,,,X,X,X,,,X,X,C,,,F,E,E,,X,X
P0112/0556,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0557,M,0.7,PASS,,X,,,F,X,X,,,X,D,X,,,F,D,E,,X,X
P0112/0558,M,2.3,CREDIT,,X,,,E,+,C,,,X,X,X,,,E,X,X,,X,D
P0112/0559,M,3.3,MERIT,,X,,,X,X,X,,,X,X,+,,,E,B,B,,X,X
P0112/0560,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0561,M,1.0,PASS,,X,,,X,X,X,,,X,X,D,,,F,D,D,,X,X
P0112/0562,M,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0563,M,0.3,FAIL,,E,,,X,X,X,,,X,X,X,,,E,D,X,,X,E
P0112/0564,M,0.0,FAIL,,F,,,X,X,E,,,X,X,X,,,F,X,X,,X,E
P0112/0565,M,2.3,CREDIT,,X,,,X,X,X,,,X,X,B,,,E,X,C,,C,X
P0112/0566,M,-,FAIL,,F,,,X,X,X,,,X,X,X,,,F,X,X,,X,X
P0112/0567,M,0.3,FAIL,,X,,,X,X,X,,,X,X,X,,,F,E,E,,D,X
P0112/0568,M,-,FAIL,,D,,,X,X,X,,,X,X,X,,,F,X,X,,X,E
P0112/0569,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,D,X,B,,C,X
P0112/0570,M,1.3,PASS,,X,,,F,X,X,,,X,D,X,,,F,C,D,,X,X
P0112/0571,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,E,X,B,,C,X
P0112/0572,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,D,X,B,,C,X
P0112/0573,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0574,M,1.7,CREDIT,,X,,,X,X,X,,,X,X,C,,,E,X,D,,C,X
P0112/0575,M,0.7,PASS,,D,,,X,X,D,,,X,X,X,,,F,X,X,,X,E
P0112/0576,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0577,M,0.3,FAIL,,X,,,X,X,X,,,X,X,F,,,F,X,F,,D,X
P0112/0578,M,0.3,FAIL,,E,,,X,X,X,,,X,E,X,,,F,D,X,,X,X
P0112/0579,M,-,PASS,,D,,,X,X,X,,,X,X,X,,,X,X,X,,X,D
P0112/0580,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0581,M,2.0,CREDIT,,X,,,X,X,X,,,X,X,B,,,F,X,D,,C,X
P0112/0582,M,3.0,MERIT,,X,,,X,X,X,,,X,X,+,,,E,X,B,,C,X
P0112/0583,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0112/0584,M,0.7,PASS,,X,,,X,X,X,,,X,X,X,,,F,E,D,,D,X
P0112/0585,M,-,ABS,,X,,,X,X,X,,,X,X,X,,,X,X,X,,X,X
P0116/0501,F,1.0,PASS,,X,,,X,,,,,,X,D,,,F,X,E,,C,
P0116/0502,F,1.7,CREDIT,,X,,,X,,,,,,X,X,,,F,D,C,,C,
P0116/0503,F,1.7,CREDIT,,X,,,X,,,,,,X,C,,,F,X,C,,D,
P0116/0504,F,1.3,PASS,,X,,,X,,,,,,X,X,,,F,D,D,,C,
P0116/0505,F,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0506,F,-,FAIL,,X,,,X,,,,,,X,X,,,F,E,F,,X,
P0116/0507,F,1.0,PASS,,X,,,X,,,,,,X,X,,,F,D,D,,D,
P0116/0508,F,2.3,CREDIT,,X,,,X,,,,,,X,X,,,E,B,C,,C,
P0116/0509,F,0.7,PASS,,X,,,X,,,,,,X,E,,,F,X,E,,C,
P0116/0510,F,1.7,CREDIT,,X,,,X,,,,,,X,X,,,E,C,D,,C,
P0116/0511,F,1.3,PASS,,X,,,X,,,,,,X,D,,,D,X,D,,C,
P0116/0512,F,2.7,CREDIT,,X,,,X,,,,,,X,B,,,E,X,C,,B,
P0116/0513,M,0.3,FAIL,,X,,,X,,,,,,X,X,,,F,E,F,,D,
P0116/0514,M,3.0,MERIT,,X,,,X,,,,,,X,X,,,E,C,B,,+,
P0116/0515,M,1.3,PASS,,X,,,X,,,,,,X,X,,,E,D,D,,C,
P0116/0516,M,1.0,PASS,,X,,,X,,,,,,X,C,,,E,X,E,,D,
P0116/0517,M,1.0,PASS,,X,,,X,,,,,,X,D,,,E,X,D,,D,
P0116/0518,M,2.0,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,C,
P0116/0519,M,0.7,PASS,,X,,,X,,,,,,X,X,,,F,E,E,,C,
P0116/0520,M,2.0,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,C,
P0116/0521,M,1.7,CREDIT,,X,,,X,,,,,,X,C,,,D,X,C,,D,
P0116/0522,M,-,PASS,,X,,,X,,,,,,X,D,,,X,X,D,,X,
P0116/0523,M,1.7,CREDIT,,X,,,X,,,,,,X,B,,,E,X,E,,C,
P0116/0524,M,2.3,CREDIT,,X,,,X,,,,,,X,C,,,E,X,B,,C,
P0116/0525,M,1.7,CREDIT,,X,,,X,,,,,,X,B,,,E,X,E,,C,
P0116/0526,M,0.3,FAIL,,X,,,X,,,,,,X,X,,,F,F,F,,D,
P0116/0527,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,D,C,D,,C,
P0116/0528,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,E,D,C,,C,
P0116/0529,M,2.0,CREDIT,,X,,,X,,,,,,X,C,,,E,X,C,,C,
P0116/0530,M,2.0,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,C,
P0116/0531,M,1.3,PASS,,X,,,X,,,,,,X,X,,,F,D,D,,C,
P0116/0532,M,2.3,CREDIT,,X,,,X,,,,,,X,C,,,E,X,C,,B,
P0116/0533,M,1.3,PASS,,X,,,X,,,,,,X,D,,,F,X,D,,C,
P0116/0534,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,D,
P0116/0535,M,3.3,MERIT,,X,,,E,,,,,,B,X,,,D,+,B,,X,
P0116/0536,M,2.3,CREDIT,,X,,,X,,,,,,X,X,,,E,B,C,,C,
P0116/0537,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0538,M,0.7,PASS,,X,,,X,,,,,,X,X,,,F,D,E,,D,
P0116/0539,M,1.0,PASS,,X,,,X,,,,,,X,X,,,F,D,E,,C,
P0116/0540,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0541,M,2.3,CREDIT,,X,,,X,,,,,,X,C,,,E,X,C,,B,
P0116/0542,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0543,M,-,FAIL,,X,,,X,,,,,,X,D,,,F,X,E,,X,
P0116/0544,M,0.3,FAIL,,F,,,X,,,,,,E,X,,,F,D,X,,X,
P0116/0545,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,F,D,C,,C,
P0116/0546,M,2.3,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,B,
P0116/0547,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0548,M,1.3,PASS,,X,,,X,,,,,,X,D,,,E,X,D,,C,
P0116/0549,M,1.0,PASS,,X,,,X,,,,,,X,X,,,E,D,E,,C,
P0116/0550,M,1.3,PASS,,X,,,X,,,,,,X,X,,,E,C,D,,D,
P0116/0551,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0552,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0553,M,0.7,PASS,,X,,,X,,,,,,X,D,,,F,E,D,,X,
P0116/0554,M,1.7,CREDIT,,X,,,X,,,,,,X,C,,,F,C,D,,X,
P0116/0555,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0116/0556,M,1.3,PASS,,X,,,X,,,,,,X,X,,,F,D,D,,C,
P0116/0557,M,1.7,CREDIT,,X,,,X,,,,,,X,C,,,E,X,D,,C,
P0116/0558,M,3.0,MERIT,,X,,,X,,,,,,X,B,,,E,X,B,,B,
P0119/0501,F,1.0,PASS,X,X,,,X,X,X,X,,,X,E,,,F,X,D,,C,X
P0119/0502,F,0.0,FAIL,X,F,,,X,X,E,X,,,X,X,,,F,X,X,,X,F
P0119/0503,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0504,F,3.3,MERIT,X,X,,,X,X,X,X,,,X,X,,,D,+,C,,+,X
P0119/0505,F,0.0,FAIL,X,E,,,X,X,F,X,,,X,X,,,F,X,X,,X,E
P0119/0506,F,2.0,CREDIT,X,X,,,X,X,X,X,,,X,C,,,E,X,C,,C,X
P0119/0507,F,1.3,PASS,X,X,,,X,X,X,X,,,X,D,,,F,X,D,,C,X
P0119/0508,F,1.7,CREDIT,X,X,,,X,X,X,X,,,X,B,,,E,X,D,,D,X
P0119/0509,F,0.0,FAIL,X,X,,,X,X,X,X,,,X,E,,,F,X,E,,E,X
P0119/0510,M,1.0,PASS,X,X,,,X,X,X,X,,,X,X,,,E,D,D,,D,X
P0119/0511,M,0.3,FAIL,X,X,,,X,X,X,X,,,X,E,,,E,X,D,,E,X
P0119/0512,M,2.0,CREDIT,X,X,,,X,X,X,X,,,X,C,,,E,X,C,,C,X
P0119/0513,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0514,M,0.0,FAIL,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
P0119/0515,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0516,M,2.0,CREDIT,X,X,,,X,X,X,X,,,X,C,,,F,X,C,,C,X
P0119/0517,M,-,FAIL,X,D,,,X,X,X,X,,,X,X,,,F,X,X,,X,E
P0119/0518,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0519,M,3.3,MERIT,X,X,,,X,X,X,X,,,X,+,,,E,X,B,,B,X
P0119/0520,M,3.0,MERIT,X,X,,,X,X,X,X,,,X,B,,,E,X,B,,B,X
P0119/0521,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0522,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0523,M,2.0,CREDIT,X,X,,,C,B,C,X,,,X,X,,,E,X,X,,X,D
P0119/0524,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0525,M,-,FAIL,X,X,,,X,X,E,X,,,X,X,,,X,X,X,,X,F
P0119/0526,M,2.3,CREDIT,X,X,,,X,X,X,X,,,X,B,,,E,X,C,,C,X
P0119/0527,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0528,M,1.0,PASS,X,X,,,X,X,X,X,,,X,C,,,E,D,E,,X,X
P0119/0529,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0530,M,1.0,PASS,X,X,,,E,C,D,X,,,X,X,,,E,X,X,,X,F
P0119/0531,M,0.3,FAIL,X,F,,,X,X,X,X,,,X,X,,,F,D,X,,X,F
P0119/0532,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0533,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0534,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0119/0535,M,1.3,PASS,X,X,,,X,X,X,X,,,X,X,,,E,D,C,,D,X
P0119/0536,M,1.7,CREDIT,X,X,,,X,X,X,X,,,X,X,,,E,D,C,,C,X
P0119/0537,M,3.0,MERIT,X,X,,,X,X,X,X,,,X,B,,,D,X,B,,B,X
P0119/0538,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0123/0501,F,-,ABS,,X,,,,,X,,,,,X,,,X,X,X,,X,X
P0123/0502,F,2.0,CREDIT,,X,,,,,X,,,,,+,,,E,D,D,,X,X
P0123/0503,M,1.0,PASS,,E,,,,,C,,,,,X,,,D,X,X,,X,D
P0123/0504,M,1.7,CREDIT,,X,,,,,X,,,,,X,,,F,C,D,,C,X
P0123/0505,M,2.0,CREDIT,,X,,,,,X,,,,,C,,,F,X,D,,B,X
P0123/0506,M,2.3,CREDIT,,X,,,,,X,,,,,B,,,F,X,D,,B,X
P0123/0507,M,3.3,MERIT,,X,,,,,X,,,,,+,,,E,B,B,,X,X
P0123/0508,M,2.3,CREDIT,,X,,,,,X,,,,,X,,,F,C,C,,B,X
P0123/0509,M,0.3,FAIL,,X,,,,,X,,,,,X,,,F,F,F,,D,X
P0123/0510,M,-,ABS,,X,,,,,X,,,,,X,,,X,X,X,,X,X
P0123/0511,M,0.3,FAIL,,X,,,,,X,,,,,F,,,F,X,E,,D,X
P0129/0501,F,0.7,PASS,,X,,,X,,,,,,X,X,,,F,D,E,,D,
P0129/0502,F,2.0,CREDIT,,X,,,X,,,,,,X,X,,,E,B,D,,C,
P0129/0503,F,2.3,CREDIT,,X,,,X,,,,,,X,B,,,E,X,D,,B,
P0129/0504,M,1.0,PASS,,X,,,X,,,,,,X,X,,,E,D,D,,D,
P0129/0505,M,0.3,FAIL,,X,,,X,,,,,,X,X,,,F,E,E,,D,
P0129/0506,M,1.3,PASS,,X,,,X,,,,,,X,B,,,F,D,E,,X,
P0129/0507,M,0.7,PASS,,X,,,X,,,,,,X,X,,,E,E,D,,D,
P0129/0508,M,1.0,PASS,,X,,,X,,,,,,X,D,,,F,X,E,,C,
P0129/0509,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,F,C,D,,C,
P0129/0510,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0129/0511,M,1.3,PASS,,X,,,X,,,,,,X,X,,,E,D,D,,C,
P0129/0512,M,0.7,PASS,,X,,,X,,,,,,X,D,,,E,E,D,,E,
P0129/0513,M,1.3,PASS,,X,,,F,,,,,,D,X,,,E,C,D,,X,
P0129/0514,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,E,C,D,,C,
P0129/0515,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,F,D,C,,C,
P0129/0516,M,1.0,PASS,,X,,,X,,,,,,X,X,,,F,E,D,,C,
P0129/0517,M,0.7,PASS,,F,,,X,,,,,,D,X,,,F,D,X,,X,
P0129/0518,M,1.0,PASS,,X,,,X,,,,,,X,X,,,F,D,E,,C,
P0129/0519,M,0.7,PASS,,X,,,X,,,,,,X,D,,,E,E,D,,X,
P0129/0520,M,2.0,CREDIT,,X,,,X,,,,,,X,C,,,E,X,C,,C,
P0129/0521,M,1.7,CREDIT,,X,,,X,,,,,,X,X,,,E,D,C,,C,
P0129/0522,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0129/0523,M,2.0,CREDIT,,X,,,X,,,,,,X,X,,,E,C,C,,C,
P0129/0524,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0132/0501,F,2.3,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,C,X,B,X
P0132/0502,F,0.3,FAIL,,X,,F,X,X,X,,,,X,E,,,F,X,E,D,D,X
P0132/0503,F,0.7,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,F,X,D,X
P0132/0504,F,1.0,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,F,X,C,X
P0132/0505,F,0.0,FAIL,,X,,X,X,X,X,,,,X,E,,,F,X,F,X,E,X
P0132/0506,F,1.3,PASS,,X,,X,X,X,X,,,,X,X,,,E,C,E,X,C,X
P0132/0507,F,1.3,PASS,,X,,X,X,X,X,,,,X,X,,,E,D,D,X,C,X
P0132/0508,F,2.3,CREDIT,,X,,X,X,X,X,,,,X,C,,,F,X,C,X,B,X
P0132/0509,F,0.7,PASS,,X,,X,X,X,X,,,,X,E,,,F,X,F,X,C,X
P0132/0510,F,-,FAIL,,X,,X,X,X,D,,,,X,X,,,E,X,X,X,X,F
P0132/0511,F,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0512,F,1.3,PASS,,X,,X,X,X,X,,,,X,X,,,F,C,D,X,D,X
P0132/0513,M,0.0,FAIL,,X,,X,X,X,X,,,,X,E,,,F,X,F,X,E,X
P0132/0514,M,3.0,MERIT,,X,,X,X,X,X,,,,X,X,,,D,B,C,X,+,X
P0132/0515,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0516,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,B,,,E,D,C,X,X,X
P0132/0517,M,1.0,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,D,X,D,X
P0132/0518,M,1.3,PASS,,X,,X,X,X,X,,,,X,D,,,E,X,D,X,C,X
P0132/0519,M,1.3,PASS,,X,,X,X,X,X,,,,X,C,,,F,X,D,X,D,X
P0132/0520,M,1.3,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,C,X,D,X
P0132/0521,M,2.7,CREDIT,,X,,X,X,X,X,,,,X,B,,,E,X,C,X,B,X
P0132/0522,M,0.3,FAIL,,X,,X,X,X,X,,,,X,D,,,F,X,E,X,E,X
P0132/0523,M,2.7,CREDIT,,X,,X,X,X,X,,,,X,B,,,E,X,C,X,B,X
P0132/0524,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0525,M,1.7,CREDIT,,X,,X,X,X,X,,,,X,X,,,E,C,D,X,C,X
P0132/0526,M,1.7,CREDIT,,X,,X,X,X,X,,,,X,D,,,E,X,C,X,C,X
P0132/0527,M,1.7,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,D,X,C,X
P0132/0528,M,3.0,MERIT,,X,,X,X,X,X,,,,X,+,,,E,X,B,X,C,X
P0132/0529,M,0.7,PASS,,X,,X,X,X,X,,,,X,X,,,F,E,D,X,D,X
P0132/0530,M,2.3,CREDIT,,X,,X,X,X,X,,,,X,B,,,D,X,C,X,C,X
P0132/0531,M,1.0,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,D,X,D,X
P0132/0532,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0533,M,2.3,CREDIT,,X,,X,X,X,X,,,,X,B,,,E,X,C,X,C,X
P0132/0534,M,1.3,PASS,,X,,X,X,X,X,,,,X,X,,,E,D,D,X,C,X
P0132/0535,M,2.7,CREDIT,,X,,X,X,X,X,,,,X,C,,,F,X,B,X,B,X
P0132/0536,M,1.3,PASS,,X,,X,F,D,D,,,,X,X,,,E,C,X,X,X,X
P0132/0537,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,C,X,C,X
P0132/0538,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0539,M,1.7,CREDIT,,X,,X,X,X,X,,,,X,D,,,D,X,B,X,D,X
P0132/0540,M,3.3,MERIT,,X,,X,X,X,X,,,,X,+,,,E,X,B,X,B,X
P0132/0541,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,D,,,E,B,C,X,X,X
P0132/0542,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0543,M,2.7,CREDIT,,X,,X,X,X,X,,,,X,+,,,D,X,C,X,C,X
P0132/0544,M,-,FAIL,,D,,X,X,X,X,,,,X,X,,,F,X,X,X,X,F
P0132/0545,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,X,,,E,D,C,X,B,X
P0132/0546,M,1.3,PASS,,X,,X,X,X,X,,,,X,X,,,F,D,D,X,C,X
P0132/0547,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0548,M,3.3,MERIT,,X,,X,X,X,X,,,,X,+,,,E,B,B,X,X,X
P0132/0549,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,X,,,E,B,D,X,C,X
P0132/0550,M,1.3,PASS,,X,,X,X,X,X,,,,X,D,,,E,X,D,X,C,X
P0132/0551,M,-,ABS,,X,,X,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0132/0552,M,1.7,CREDIT,,X,,X,F,B,C,,,,X,X,,,F,X,X,X,X,E
P0132/0553,M,3.3,MERIT,,X,,X,X,X,X,,,,X,+,,,E,X,B,X,B,X
P0132/0554,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,C,X,C,X
P0132/0555,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,C,X,C,X
P0132/0556,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,X,,,E,C,C,X,C,X
P0132/0557,M,2.0,CREDIT,,D,,X,X,X,X,,,,B,X,,,E,C,X,X,X,X
P0132/0558,M,-,FAIL,,X,,X,X,X,X,,,,X,D,,,X,X,E,X,X,X
P0132/0559,M,0.7,PASS,,X,,X,X,X,X,,,,X,E,,,F,X,E,X,C,X
P0132/0560,M,1.3,PASS,,X,,X,X,X,X,,,,X,D,,,F,X,D,X,C,X
P0132/0561,M,-,PASS,,X,,X,X,X,X,,,,X,C,,,E,C,X,X,X,X
P0132/0562,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,C,,,E,X,D,X,B,X
P0132/0563,M,0.7,PASS,,X,,X,X,X,X,,,,X,E,,,F,X,E,X,C,X
P0132/0564,M,0.7,PASS,,X,,X,X,X,X,,,,X,X,,,F,D,E,X,D,X
P0132/0565,M,2.0,CREDIT,,X,,X,X,X,X,,,,X,X,,,F,C,C,X,C,X
P0132/0566,M,3.3,MERIT,,X,,X,X,X,X,,,,X,+,,,D,B,B,X,X,X
P0132/0567,M,0.0,FAIL,,X,,X,F,F,F,,,,X,X,,,F,X,X,X,X,F
